filename,slice,min_row,min_col,max_row,max_col
sub-10525_ses-s0_T1w.nii.gz,143,31,12,201,147
sub-10525_ses-s2_T1w.nii.gz,143,31,12,200,146
sub-10525_ses-s4_T1w.nii.gz,137,24,12,193,146
sub-10526_ses-s0_T1w.nii.gz,150,40,10,200,146
sub-10526_ses-s2_T1w.nii.gz,147,28,12,186,147
sub-10526_ses-s4_T1w.nii.gz,144,39,12,200,147
sub-10526_ses-s6_T1w.nii.gz,156,22,13,171,147
sub-10527_ses-s0_T1w.nii.gz,142,25,13,204,147
sub-10528_ses-s0_T1w.nii.gz,140,37,7,197,153
sub-10528_ses-s2_T1w.nii.gz,138,36,7,194,152
sub-10528_ses-s4_T1w.nii.gz,135,34,8,193,152
sub-10528_ses-s6_T1w.nii.gz,124,40,7,200,153
sub-10529_ses-s0_T1w.nii.gz,142,30,12,198,147
sub-10529_ses-s4_T1w.nii.gz,147,28,10,198,146
sub-10532_ses-s0_T1w.nii.gz,142,33,10,201,147
sub-10533_ses-s0_T1w.nii.gz,133,36,15,192,146
sub-10533_ses-s2_T1w.nii.gz,140,36,15,194,143
sub-10533_ses-s4_T1w.nii.gz,143,33,15,193,142
sub-10533_ses-s6_T1w.nii.gz,144,21,16,171,141
sub-10536_ses-s0_T1w.nii.gz,150,27,15,204,143
sub-10536_ses-s2_T1w.nii.gz,144,25,15,203,144
sub-10536_ses-s4_T1w.nii.gz,146,24,13,202,143
sub-10537_ses-s0_T1w.nii.gz,140,24,10,200,150
sub-10538_ses-s0_T1w.nii.gz,149,30,16,206,143
sub-10538_ses-s2_T1w.nii.gz,150,31,15,206,141
sub-10538_ses-s4_T1w.nii.gz,146,26,12,207,137
sub-10538_ses-s6_T1w.nii.gz,164,31,15,206,141
sub-10539_ses-s0_T1w.nii.gz,153,28,13,210,146
sub-10539_ses-s2_T1w.nii.gz,143,22,15,206,144
sub-10540_ses-s6_T1w.nii.gz,125,31,15,203,144
sub-10541_ses-s0_T1w.nii.gz,144,30,16,203,144
sub-10542_ses-s0_T1w.nii.gz,141,28,18,203,141
sub-10542_ses-s2_T1w.nii.gz,143,28,19,203,141
sub-10542_ses-s4_T1w.nii.gz,142,28,18,202,141
sub-10542_ses-s6_T1w.nii.gz,136,28,19,202,143
sub-10543_ses-s0_T1w.nii.gz,141,32,12,197,147
sub-10543_ses-s2_T1w.nii.gz,141,28,12,192,147
sub-10543_ses-s4_T1w.nii.gz,143,30,12,190,147
sub-10543_ses-s6_T1w.nii.gz,167,31,15,167,144
sub-10544_ses-s0_T1w.nii.gz,140,33,12,191,147
sub-10544_ses-s2_T1w.nii.gz,141,34,12,192,147
sub-10544_ses-s4_T1w.nii.gz,139,34,12,192,147
sub-10545_ses-s0_T1w.nii.gz,143,30,12,203,147
sub-10546_ses-s0_T1w.nii.gz,141,30,16,195,143
sub-10546_ses-s6_T1w.nii.gz,135,36,15,204,140
sub-10548_ses-s0_T1w.nii.gz,145,30,13,201,147
sub-10548_ses-s2_T1w.nii.gz,142,30,12,201,147
sub-10550_ses-s0_T1w.nii.gz,143,36,10,194,152
sub-10550_ses-s2_T1w.nii.gz,147,40,10,191,149
sub-10550_ses-s4_T1w.nii.gz,158,33,10,184,149
sub-10551_ses-s0_T1w.nii.gz,135,28,13,200,140
sub-10551_ses-s4_T1w.nii.gz,141,28,13,198,141
sub-10551_ses-s6_T1w.nii.gz,109,30,13,201,140
sub-10552_ses-s0_T1w.nii.gz,145,34,13,198,147
sub-10552_ses-s2_T1w.nii.gz,144,31,12,197,146
sub-10552_ses-s4_T1w.nii.gz,141,31,13,198,149
sub-10553_ses-s0_T1w.nii.gz,145,34,13,195,146
sub-10553_ses-s4_T1w.nii.gz,147,31,10,196,141
sub-10554_ses-s0_T1w.nii.gz,145,33,15,201,144
sub-10554_ses-s2_T1w.nii.gz,149,34,16,201,146
sub-10554_ses-s4_T1w.nii.gz,148,33,16,201,146
sub-10554_ses-s6_T1w.nii.gz,117,34,16,201,146
sub-10555_ses-s0_T1w.nii.gz,141,33,12,206,147
sub-10555_ses-s2_T1w.nii.gz,138,31,12,200,147
sub-10556_ses-s0_T1w.nii.gz,150,37,12,198,146
sub-10556_ses-s2_T1w.nii.gz,152,39,12,198,146
sub-10558_ses-s0_T1w.nii.gz,141,31,13,198,146
sub-10560_ses-s0_T1w.nii.gz,145,30,12,204,149
sub-10560_ses-s2_T1w.nii.gz,144,28,12,198,149
sub-10561_ses-s0_T1w.nii.gz,146,34,16,200,146
sub-10561_ses-s2_T1w.nii.gz,134,31,12,203,144
sub-10561_ses-s4_T1w.nii.gz,141,27,13,197,146
sub-10561_ses-s6_T1w.nii.gz,134,25,13,197,143
sub-10562_ses-s0_T1w.nii.gz,144,34,16,191,143
sub-10562_ses-s2_T1w.nii.gz,153,36,16,194,143
sub-10562_ses-s4_T1w.nii.gz,147,36,16,194,141
sub-10562_ses-s6_T1w.nii.gz,155,22,15,185,141
sub-10563_ses-s2_T1w.nii.gz,144,30,13,201,144
sub-10564_ses-s0_T1w.nii.gz,141,40,13,189,144
sub-10564_ses-s6_T1w.nii.gz,158,33,13,181,143
sub-10565_ses-s0_T1w.nii.gz,143,33,13,200,144
sub-10566_ses-s0_T1w.nii.gz,141,34,19,192,140
sub-10566_ses-s2_T1w.nii.gz,141,36,19,195,140
sub-10567_ses-s0_T1w.nii.gz,143,25,12,203,150
sub-10567_ses-s4_T1w.nii.gz,158,28,10,222,147
sub-10568_ses-s2_T1w.nii.gz,150,18,13,191,146
sub-10568_ses-s6_T1w.nii.gz,135,22,12,197,144
sub-10571_ses-s0_T1w.nii.gz,143,31,12,203,150
sub-10571_ses-s2_T1w.nii.gz,140,30,12,203,150
sub-10571_ses-s4_T1w.nii.gz,145,21,10,189,150
sub-10571_ses-s6_T1w.nii.gz,139,22,10,190,150
sub-10573_ses-s0_T1w.nii.gz,139,33,9,201,147
sub-10573_ses-s2_T1w.nii.gz,139,33,11,195,149
sub-10573_ses-s4_T1w.nii.gz,138,30,10,197,147
sub-10574_ses-s0_T1w.nii.gz,140,37,10,197,150
sub-10574_ses-s4_T1w.nii.gz,144,35,9,199,148
sub-10574_ses-s6_T1w.nii.gz,132,42,10,201,150
sub-10576_ses-s0_T1w.nii.gz,147,34,12,206,150
sub-10577_ses-s0_T1w.nii.gz,141,28,10,203,147
sub-10577_ses-s2_T1w.nii.gz,144,28,9,200,146
sub-10579_ses-s4_T1w.nii.gz,143,28,13,197,144
sub-10579_ses-s6_T1w.nii.gz,135,30,13,203,144
sub-10580_ses-s0_T1w.nii.gz,136,21,10,204,149
sub-10580_ses-s2_T1w.nii.gz,144,24,10,204,147
sub-10580_ses-s6_T1w.nii.gz,152,13,10,191,146
sub-10582_ses-s0_T1w.nii.gz,141,34,10,198,149
sub-10582_ses-s2_T1w.nii.gz,141,34,10,197,147
sub-10582_ses-s6_T1w.nii.gz,162,28,13,180,146
sub-10586_ses-s0_T1w.nii.gz,142,28,12,202,146
sub-10587_ses-s0_T1w.nii.gz,129,21,13,207,146
sub-10589_ses-s0_T1w.nii.gz,143,31,16,199,141
sub-10590_ses-s0_T1w.nii.gz,144,33,13,204,146
sub-10591_ses-s0_T1w.nii.gz,138,31,13,200,147
sub-10591_ses-s2_T1w.nii.gz,150,33,13,203,146
sub-10591_ses-s4_T1w.nii.gz,145,31,12,200,144
sub-10591_ses-s6_T1w.nii.gz,159,25,13,191,144
sub-10592_ses-s0_T1w.nii.gz,143,30,9,203,147
sub-10593_ses-s4_T1w.nii.gz,147,24,10,206,147
sub-10593_ses-s6_T1w.nii.gz,138,31,9,212,146
sub-10594_ses-s0_T1w.nii.gz,138,34,15,191,146
sub-10595_ses-s0_T1w.nii.gz,144,30,15,200,149
sub-10595_ses-s4_T1w.nii.gz,141,28,15,200,147
sub-10595_ses-s6_T1w.nii.gz,126,27,13,200,147
sub-10596_ses-s0_T1w.nii.gz,144,39,16,192,146
sub-10597_ses-s0_T1w.nii.gz,144,31,16,191,144
sub-10598_ses-s0_T1w.nii.gz,149,34,15,194,144
sub-10599_ses-s0_T1w.nii.gz,146,40,16,197,146
sub-10599_ses-s2_T1w.nii.gz,144,37,16,198,147
sub-10600_ses-s0_T1w.nii.gz,149,36,16,200,143
sub-10600_ses-s2_T1w.nii.gz,146,36,16,198,143
sub-10600_ses-s4_T1w.nii.gz,140,35,18,197,143
sub-10600_ses-s6_T1w.nii.gz,156,43,16,206,143
sub-10601_ses-s0_T1w.nii.gz,140,24,9,205,150
sub-10603_ses-s0_T1w.nii.gz,137,30,10,196,153
sub-10603_ses-s2_T1w.nii.gz,134,22,9,185,152
sub-10603_ses-s4_T1w.nii.gz,150,30,6,192,149
sub-10603_ses-s6_T1w.nii.gz,159,31,10,168,146
sub-10604_ses-s0_T1w.nii.gz,146,28,15,206,144
sub-10605_ses-s0_T1w.nii.gz,142,37,10,193,149
sub-10606_ses-s0_T1w.nii.gz,136,31,15,201,144
sub-10606_ses-s2_T1w.nii.gz,135,28,13,201,143
sub-10607_ses-s0_T1w.nii.gz,140,39,12,194,149
sub-10607_ses-s2_T1w.nii.gz,141,30,12,183,147
sub-10607_ses-s6_T1w.nii.gz,123,37,13,194,149
sub-10610_ses-s0_T1w.nii.gz,144,34,16,198,143
sub-10611_ses-s0_T1w.nii.gz,137,28,17,194,141
sub-10611_ses-s2_T1w.nii.gz,135,30,16,194,141
sub-10613_ses-s0_T1w.nii.gz,144,33,15,198,144
sub-10613_ses-s2_T1w.nii.gz,145,33,15,198,144
sub-10613_ses-s4_T1w.nii.gz,146,31,14,201,142
sub-10613_ses-s6_T1w.nii.gz,139,18,16,174,144
sub-10614_ses-s0_T1w.nii.gz,145,34,18,194,140
sub-10615_ses-s0_T1w.nii.gz,137,31,13,200,144
sub-10618_ses-s0_T1w.nii.gz,138,34,13,195,144
sub-10619_ses-s0_T1w.nii.gz,147,36,10,206,149
sub-10619_ses-s2_T1w.nii.gz,150,27,10,197,149
sub-10619_ses-s4_T1w.nii.gz,150,29,10,198,149
sub-10619_ses-s6_T1w.nii.gz,141,37,9,209,147
sub-10620_ses-s0_T1w.nii.gz,139,34,12,198,147
sub-10620_ses-s2_T1w.nii.gz,143,33,13,197,147
sub-10620_ses-s4_T1w.nii.gz,144,27,12,189,146
sub-10620_ses-s6_T1w.nii.gz,135,34,12,200,146
sub-10621_ses-s0_T1w.nii.gz,148,37,13,198,147
sub-10621_ses-s2_T1w.nii.gz,146,37,12,197,146
sub-10621_ses-s4_T1w.nii.gz,146,32,13,200,147
sub-10621_ses-s6_T1w.nii.gz,147,34,13,180,146
sub-10623_ses-s0_T1w.nii.gz,144,37,11,195,149
sub-10623_ses-s4_T1w.nii.gz,159,26,12,184,149
sub-10624_ses-s0_T1w.nii.gz,145,33,15,198,143
sub-10624_ses-s2_T1w.nii.gz,143,31,15,194,143
sub-10624_ses-s4_T1w.nii.gz,154,31,15,195,143
sub-10626_ses-s0_T1w.nii.gz,142,31,15,195,144
sub-10626_ses-s2_T1w.nii.gz,144,31,15,195,144
sub-10629_ses-s0_T1w.nii.gz,146,39,16,191,143
sub-10629_ses-s2_T1w.nii.gz,141,39,15,191,143
sub-10629_ses-s4_T1w.nii.gz,140,39,15,190,141
sub-10629_ses-s6_T1w.nii.gz,126,40,13,190,141
sub-10630_ses-s0_T1w.nii.gz,147,40,13,191,149
sub-10630_ses-s2_T1w.nii.gz,143,40,13,191,147
sub-10630_ses-s4_T1w.nii.gz,141,39,12,191,147
sub-10630_ses-s6_T1w.nii.gz,129,48,13,198,150
sub-10633_ses-s0_T1w.nii.gz,140,33,13,192,146
sub-10633_ses-s2_T1w.nii.gz,141,34,13,191,146
sub-10633_ses-s4_T1w.nii.gz,143,34,15,197,146
sub-10633_ses-s6_T1w.nii.gz,141,31,13,195,144
sub-10635_ses-s0_T1w.nii.gz,144,30,13,201,146
sub-10637_ses-s0_T1w.nii.gz,133,33,12,195,147
sub-10637_ses-s2_T1w.nii.gz,138,34,12,195,147
sub-10637_ses-s4_T1w.nii.gz,137,33,12,194,147
sub-10637_ses-s6_T1w.nii.gz,126,40,12,206,149
sub-10639_ses-s0_T1w.nii.gz,138,31,10,197,150
sub-10639_ses-s2_T1w.nii.gz,145,36,12,195,149
sub-10639_ses-s4_T1w.nii.gz,143,34,13,197,149
sub-10640_ses-s0_T1w.nii.gz,135,30,12,200,141
sub-10642_ses-s0_T1w.nii.gz,146,28,15,200,146
sub-10643_ses-s0_T1w.nii.gz,142,28,10,207,147
sub-10644_ses-s0_T1w.nii.gz,165,37,10,206,149
sub-10645_ses-s0_T1w.nii.gz,141,28,12,197,147
sub-10645_ses-s2_T1w.nii.gz,151,22,12,184,149
sub-10646_ses-s0_T1w.nii.gz,145,40,12,204,144
sub-10646_ses-s2_T1w.nii.gz,147,33,13,197,146
sub-10646_ses-s4_T1w.nii.gz,138,31,15,195,146
sub-10646_ses-s6_T1w.nii.gz,139,28,12,190,144
sub-10647_ses-s0_T1w.nii.gz,146,34,16,197,144
sub-10648_ses-s0_T1w.nii.gz,143,25,13,200,146
sub-10648_ses-s2_T1w.nii.gz,145,25,15,201,147
sub-10648_ses-s4_T1w.nii.gz,152,31,15,203,147
sub-10648_ses-s6_T1w.nii.gz,153,25,15,192,146
sub-10650_ses-s0_T1w.nii.gz,138,34,13,197,147
sub-10650_ses-s4_T1w.nii.gz,142,37,13,199,146
sub-10650_ses-s6_T1w.nii.gz,141,34,10,197,144
sub-10651_ses-s0_T1w.nii.gz,139,34,13,195,144
sub-10651_ses-s2_T1w.nii.gz,136,34,15,195,146
sub-10651_ses-s4_T1w.nii.gz,144,37,15,198,144
sub-10652_ses-s0_T1w.nii.gz,142,31,12,198,150
sub-10652_ses-s2_T1w.nii.gz,139,31,12,195,150
sub-10652_ses-s4_T1w.nii.gz,150,34,12,200,149
sub-10652_ses-s6_T1w.nii.gz,129,33,10,200,150
sub-10653_ses-s0_T1w.nii.gz,141,33,7,198,156
sub-10653_ses-s4_T1w.nii.gz,137,27,6,190,156
sub-10655_ses-s0_T1w.nii.gz,138,31,15,201,146
sub-10656_ses-s2_T1w.nii.gz,140,33,10,197,150
sub-10657_ses-s0_T1w.nii.gz,147,34,15,200,146
sub-10657_ses-s2_T1w.nii.gz,139,33,13,198,147
sub-10657_ses-s4_T1w.nii.gz,148,28,15,195,146
sub-10657_ses-s6_T1w.nii.gz,120,28,15,195,147
sub-10658_ses-s0_T1w.nii.gz,138,28,12,201,146
sub-10658_ses-s4_T1w.nii.gz,145,27,13,199,146
sub-10658_ses-s6_T1w.nii.gz,129,28,12,201,144
sub-10662_ses-s0_T1w.nii.gz,145,40,15,192,141
sub-10662_ses-s2_T1w.nii.gz,143,41,16,191,143
sub-10662_ses-s4_T1w.nii.gz,146,42,18,194,143
sub-10662_ses-s6_T1w.nii.gz,156,30,16,180,143
sub-10664_ses-s0_T1w.nii.gz,138,31,9,200,146
sub-10664_ses-s2_T1w.nii.gz,138,30,10,200,147
sub-10664_ses-s4_T1w.nii.gz,140,33,9,199,147
sub-10664_ses-s6_T1w.nii.gz,147,31,10,203,147
sub-10665_ses-s0_T1w.nii.gz,149,32,13,194,146
sub-10665_ses-s2_T1w.nii.gz,147,33,13,194,146
sub-10668_ses-s0_T1w.nii.gz,146,36,15,193,143
sub-10668_ses-s2_T1w.nii.gz,145,34,15,187,143
sub-10668_ses-s6_T1w.nii.gz,146,13,16,176,144
sub-10669_ses-s0_T1w.nii.gz,138,28,10,200,146
sub-10671_ses-s4_T1w.nii.gz,135,30,13,194,146
sub-10671_ses-s6_T1w.nii.gz,152,25,13,197,144
sub-10673_ses-s6_T1w.nii.gz,133,34,15,198,141
sub-10674_ses-s0_T1w.nii.gz,144,39,19,192,141
sub-10675_ses-s0_T1w.nii.gz,145,28,10,207,149
sub-10675_ses-s2_T1w.nii.gz,146,29,10,204,149
sub-10675_ses-s4_T1w.nii.gz,144,27,12,206,149
sub-10675_ses-s6_T1w.nii.gz,155,21,12,197,149
sub-10676_ses-s0_T1w.nii.gz,145,34,10,198,147
sub-10676_ses-s2_T1w.nii.gz,139,33,12,200,149
sub-10676_ses-s4_T1w.nii.gz,144,31,10,195,147
sub-10676_ses-s6_T1w.nii.gz,138,33,7,201,144
sub-10677_ses-s0_T1w.nii.gz,135,34,10,194,147
sub-10677_ses-s2_T1w.nii.gz,144,34,13,198,146
sub-10677_ses-s4_T1w.nii.gz,139,36,10,196,146
sub-10678_ses-s0_T1w.nii.gz,144,31,13,203,143
sub-10679_ses-s0_T1w.nii.gz,142,35,9,195,152
sub-10679_ses-s2_T1w.nii.gz,153,22,9,181,152
sub-10679_ses-s6_T1w.nii.gz,127,36,7,201,150
sub-10680_ses-s0_T1w.nii.gz,139,30,13,195,147
sub-10680_ses-s2_T1w.nii.gz,141,28,12,195,146
sub-10680_ses-s6_T1w.nii.gz,159,25,16,180,146
sub-10681_ses-s0_T1w.nii.gz,140,27,13,203,143
sub-10682_ses-s0_T1w.nii.gz,148,34,19,198,138
sub-10685_ses-s0_T1w.nii.gz,144,33,7,200,152
sub-10686_ses-s0_T1w.nii.gz,132,30,13,200,146
sub-10687_ses-s2_T1w.nii.gz,147,36,16,197,143
sub-10689_ses-s0_T1w.nii.gz,143,39,18,191,141
sub-10689_ses-s2_T1w.nii.gz,150,37,19,191,143
sub-10689_ses-s4_T1w.nii.gz,146,31,19,182,141
sub-10689_ses-s6_T1w.nii.gz,137,43,19,197,141
sub-10691_ses-s0_T1w.nii.gz,149,36,13,200,146
sub-10692_ses-s4_T1w.nii.gz,153,24,12,197,140
sub-10693_ses-s0_T1w.nii.gz,146,33,15,197,143
sub-10694_ses-s0_T1w.nii.gz,139,30,13,204,144
sub-10694_ses-s2_T1w.nii.gz,147,30,13,207,144
sub-10694_ses-s4_T1w.nii.gz,143,28,13,200,144
sub-10694_ses-s6_T1w.nii.gz,141,40,15,203,144
sub-10696_ses-s0_T1w.nii.gz,138,31,15,197,146
sub-10696_ses-s2_T1w.nii.gz,141,31,13,194,143
sub-10696_ses-s4_T1w.nii.gz,141,31,13,197,143
sub-10698_ses-s0_T1w.nii.gz,137,31,13,200,150
sub-10698_ses-s2_T1w.nii.gz,141,31,10,198,147
sub-10698_ses-s4_T1w.nii.gz,139,31,12,198,149
sub-10698_ses-s6_T1w.nii.gz,136,34,9,199,146
sub-10699_ses-s6_T1w.nii.gz,146,34,10,198,147
sub-10701_ses-s0_T1w.nii.gz,143,30,9,203,149
sub-10703_ses-s0_T1w.nii.gz,143,34,7,200,153
sub-10703_ses-s2_T1w.nii.gz,138,30,7,194,155
sub-10703_ses-s4_T1w.nii.gz,140,28,9,191,155
sub-10704_ses-s0_T1w.nii.gz,141,28,13,201,149
sub-10708_ses-s0_T1w.nii.gz,141,30,9,203,150
sub-10708_ses-s2_T1w.nii.gz,153,31,9,200,149
sub-10709_ses-s0_T1w.nii.gz,143,30,9,200,149
sub-10710_ses-s0_T1w.nii.gz,141,37,15,192,144
sub-10711_ses-s0_T1w.nii.gz,152,30,12,188,149
sub-10711_ses-s2_T1w.nii.gz,141,39,10,194,149
sub-10711_ses-s6_T1w.nii.gz,154,19,10,171,147
sub-10712_ses-s0_T1w.nii.gz,151,37,13,195,144
sub-10712_ses-s2_T1w.nii.gz,150,39,13,195,144
sub-10712_ses-s4_T1w.nii.gz,142,39,15,195,146
sub-10712_ses-s6_T1w.nii.gz,149,27,12,175,143
sub-10716_ses-s0_T1w.nii.gz,141,31,10,191,147
sub-10716_ses-s2_T1w.nii.gz,140,33,12,192,149
sub-10716_ses-s6_T1w.nii.gz,159,31,12,182,146
sub-10717_ses-s0_T1w.nii.gz,140,24,9,200,152
sub-10717_ses-s2_T1w.nii.gz,140,24,7,197,150
sub-10717_ses-s4_T1w.nii.gz,155,21,7,193,150
sub-10717_ses-s6_T1w.nii.gz,129,22,7,200,150
sub-10718_ses-s0_T1w.nii.gz,142,33,18,195,143
sub-10718_ses-s2_T1w.nii.gz,143,34,16,197,140
sub-10718_ses-s4_T1w.nii.gz,144,34,18,197,141
sub-10718_ses-s6_T1w.nii.gz,144,31,18,195,141
sub-10719_ses-s0_T1w.nii.gz,142,42,13,189,144
sub-10720_ses-s0_T1w.nii.gz,146,34,10,194,147
sub-10721_ses-s0_T1w.nii.gz,140,40,13,194,144
sub-10723_ses-s0_T1w.nii.gz,141,31,10,203,147
sub-10723_ses-s2_T1w.nii.gz,130,27,12,198,149
sub-10724_ses-s0_T1w.nii.gz,126,37,12,198,140
sub-10725_ses-s0_T1w.nii.gz,143,29,9,206,149
sub-10725_ses-s2_T1w.nii.gz,138,27,11,201,152
sub-10725_ses-s6_T1w.nii.gz,117,22,10,200,150
sub-10726_ses-s0_T1w.nii.gz,139,28,15,196,143
sub-10726_ses-s2_T1w.nii.gz,141,28,16,197,143
sub-10728_ses-s0_T1w.nii.gz,141,34,12,194,150
sub-10729_ses-s0_T1w.nii.gz,144,28,16,203,141
sub-10729_ses-s4_T1w.nii.gz,136,28,16,201,141
sub-10729_ses-s6_T1w.nii.gz,136,28,18,202,143
sub-10730_ses-s0_T1w.nii.gz,135,25,7,200,150
sub-10731_ses-s0_T1w.nii.gz,147,33,13,203,147
sub-10732_ses-s0_T1w.nii.gz,139,33,12,198,146
sub-10735_ses-s0_T1w.nii.gz,144,30,15,200,144
sub-10736_ses-s0_T1w.nii.gz,147,30,7,206,153
sub-10736_ses-s2_T1w.nii.gz,148,25,6,201,152
sub-10736_ses-s4_T1w.nii.gz,150,28,7,201,153
sub-10736_ses-s6_T1w.nii.gz,123,34,7,212,153
sub-10737_ses-s0_T1w.nii.gz,156,45,16,192,144
sub-10740_ses-s0_T1w.nii.gz,144,34,9,197,147
sub-10740_ses-s2_T1w.nii.gz,137,36,10,200,150
sub-10742_ses-s0_T1w.nii.gz,149,36,10,198,146
sub-10742_ses-s2_T1w.nii.gz,147,34,13,197,147
sub-10743_ses-s0_T1w.nii.gz,152,42,12,191,147
sub-10744_ses-s0_T1w.nii.gz,143,33,13,194,146
sub-10747_ses-s0_T1w.nii.gz,148,34,19,198,140
sub-10748_ses-s0_T1w.nii.gz,144,37,13,188,144
sub-10748_ses-s2_T1w.nii.gz,138,39,12,192,144
sub-10748_ses-s4_T1w.nii.gz,143,39,13,191,143
sub-10749_ses-s0_T1w.nii.gz,140,31,15,197,146
sub-10749_ses-s2_T1w.nii.gz,148,31,18,199,146
sub-10749_ses-s4_T1w.nii.gz,152,31,16,200,144
sub-10749_ses-s6_T1w.nii.gz,139,30,13,198,143
sub-10751_ses-s0_T1w.nii.gz,144,31,18,198,141
sub-10751_ses-s2_T1w.nii.gz,145,31,19,201,143
sub-10751_ses-s4_T1w.nii.gz,135,31,18,194,143
sub-10751_ses-s6_T1w.nii.gz,130,36,18,201,141
sub-10752_ses-s0_T1w.nii.gz,152,30,10,203,149
sub-10754_ses-s0_T1w.nii.gz,164,34,15,202,146
sub-10754_ses-s2_T1w.nii.gz,147,27,15,203,146
sub-10754_ses-s4_T1w.nii.gz,145,25,15,203,146
sub-10754_ses-s6_T1w.nii.gz,120,37,15,213,146
sub-10755_ses-s0_T1w.nii.gz,148,30,15,201,144
sub-10756_ses-s0_T1w.nii.gz,146,37,12,202,146
sub-10758_ses-s0_T1w.nii.gz,138,30,13,201,150
sub-10758_ses-s2_T1w.nii.gz,139,28,10,196,147
sub-10758_ses-s4_T1w.nii.gz,138,28,12,197,149
sub-10758_ses-s6_T1w.nii.gz,156,42,13,194,143
sub-10759_ses-s0_T1w.nii.gz,141,33,15,203,146
sub-10760_ses-s2_T1w.nii.gz,150,31,9,195,150
sub-10761_ses-s0_T1w.nii.gz,140,31,12,200,150
sub-10762_ses-s2_T1w.nii.gz,155,30,10,203,149
sub-10762_ses-s4_T1w.nii.gz,147,30,12,203,150
sub-10762_ses-s6_T1w.nii.gz,125,25,10,203,149
sub-10763_ses-s0_T1w.nii.gz,146,39,13,195,144
sub-10764_ses-s0_T1w.nii.gz,147,33,13,198,146
sub-10764_ses-s2_T1w.nii.gz,139,33,13,197,146
sub-10766_ses-s0_T1w.nii.gz,139,34,13,193,149
sub-10766_ses-s2_T1w.nii.gz,146,25,13,185,149
sub-10766_ses-s4_T1w.nii.gz,138,34,13,194,149
sub-10766_ses-s6_T1w.nii.gz,147,31,13,183,146
sub-10767_ses-s0_T1w.nii.gz,148,31,18,195,140
sub-10768_ses-s0_T1w.nii.gz,140,30,15,190,143
sub-10768_ses-s2_T1w.nii.gz,145,30,16,190,143
sub-10768_ses-s4_T1w.nii.gz,138,31,16,189,143
sub-10769_ses-s0_T1w.nii.gz,140,33,16,200,143
sub-10769_ses-s4_T1w.nii.gz,139,34,18,196,144
sub-10769_ses-s6_T1w.nii.gz,148,32,16,186,140
sub-10770_ses-s0_T1w.nii.gz,142,33,16,200,139
sub-10770_ses-s2_T1w.nii.gz,139,31,18,198,141
sub-10770_ses-s4_T1w.nii.gz,143,33,15,199,139
sub-10771_ses-s2_T1w.nii.gz,144,33,18,200,140
sub-10771_ses-s4_T1w.nii.gz,147,29,15,205,136
sub-10771_ses-s6_T1w.nii.gz,152,22,18,192,140
sub-10772_ses-s0_T1w.nii.gz,143,25,12,206,146
sub-10773_ses-s0_T1w.nii.gz,153,33,18,200,141
sub-10773_ses-s2_T1w.nii.gz,147,31,19,200,141
sub-10774_ses-s0_T1w.nii.gz,143,35,15,194,146
sub-10774_ses-s2_T1w.nii.gz,144,34,13,194,144
sub-10775_ses-s0_T1w.nii.gz,149,34,15,191,143
sub-10779_ses-s0_T1w.nii.gz,144,34,10,200,149
sub-10780_ses-s0_T1w.nii.gz,140,34,15,197,141
sub-10780_ses-s2_T1w.nii.gz,143,34,16,197,141
sub-10780_ses-s4_T1w.nii.gz,144,36,18,200,144
sub-10780_ses-s6_T1w.nii.gz,108,31,19,194,146
sub-10781_ses-s2_T1w.nii.gz,143,39,13,197,146
sub-10781_ses-s4_T1w.nii.gz,141,37,12,198,146
sub-10781_ses-s6_T1w.nii.gz,139,37,12,181,143
sub-10782_ses-s0_T1w.nii.gz,149,36,13,191,147
sub-10782_ses-s2_T1w.nii.gz,150,40,12,192,146
sub-10783_ses-s0_T1w.nii.gz,147,36,10,195,144
sub-10783_ses-s2_T1w.nii.gz,144,37,10,194,146
sub-10783_ses-s4_T1w.nii.gz,156,24,13,180,147
sub-10783_ses-s6_T1w.nii.gz,141,37,13,198,149
sub-10784_ses-s0_T1w.nii.gz,135,27,10,197,152
sub-10784_ses-s2_T1w.nii.gz,141,31,10,198,153
sub-10785_ses-s0_T1w.nii.gz,143,39,15,188,143
sub-10785_ses-s2_T1w.nii.gz,144,42,16,191,144
sub-10785_ses-s4_T1w.nii.gz,147,43,16,189,144
sub-10785_ses-s6_T1w.nii.gz,142,37,16,189,143
sub-10786_ses-s0_T1w.nii.gz,147,36,12,191,146
sub-10786_ses-s2_T1w.nii.gz,149,36,10,197,144
sub-10786_ses-s4_T1w.nii.gz,149,36,12,197,146
sub-10786_ses-s6_T1w.nii.gz,141,37,10,197,143
sub-10787_ses-s4_T1w.nii.gz,153,40,12,198,144
sub-10787_ses-s6_T1w.nii.gz,146,33,13,195,146
sub-10788_ses-s0_T1w.nii.gz,152,28,13,204,141
sub-10788_ses-s2_T1w.nii.gz,147,28,16,203,144
sub-10788_ses-s6_T1w.nii.gz,162,27,15,203,141
sub-10789_ses-s0_T1w.nii.gz,140,31,9,200,150
sub-10790_ses-s0_T1w.nii.gz,144,30,18,201,144
sub-10790_ses-s2_T1w.nii.gz,140,28,16,199,144
sub-10790_ses-s6_T1w.nii.gz,140,33,18,206,144
sub-10791_ses-s0_T1w.nii.gz,141,25,12,197,146
sub-10791_ses-s2_T1w.nii.gz,147,28,12,198,146
